Country,Year,fertility,life,population,child_mortality,gdp,region
Iran,1984,6.37,53.9,44790735,82.5,11274,Middle East & North Africa
Iran,1985,6.22,55.0,46497235,77.4,11047,Middle East & North Africa
Iran,1986,6.02,56.6,48257311,72.8,9675,Middle East & North Africa
Iran,1987,5.76,58.4,50052662,68.5,9335,Middle East & North Africa
Iran,1988,5.47,60.2,51810746,64.5,8626,Middle East & North Africa
Iran,1989,5.15,61.9,53437770,60.8,8753,Middle East & North Africa
Iran,1990,4.82,63.4,54870583,57.5,9511,Middle East & North Africa
Iran,1991,4.48,64.7,56071545,54.5,10502,Middle East & North Africa
Iran,1992,4.14,65.7,57067645,51.9,10792,Middle East & North Africa
Iran,1993,3.81,66.6,57940444,49.6,10500,Middle East & North Africa
Iran,1994,3.49,67.3,58808655,47.4,10344,Middle East & North Africa
Iran,1995,3.20,67.8,59757114,45.3,10477,Middle East & North Africa
Iran,1996,2.95,68.2,60815686,43.2,11043,Middle East & North Africa
Iran,1997,2.72,68.6,61955730,41.1,11216,Middle East & North Africa
Iran,1998,2.51,68.9,63133032,38.9,11311,Middle East & North Africa
Iran,1999,2.34,69.2,64278307,36.8,11327,Middle East & North Africa
Iran,2000,2.19,69.6,65342319,34.7,11719,Middle East & North Africa
Iran,2001,2.08,70.0,66313553,32.7,11977,Middle East & North Africa
Iran,2002,1.99,70.4,67212850,30.8,12712,Middle East & North Africa
Iran,2003,1.93,70.8,68061695,29.0,13454,Middle East & North Africa
Iran,2004,1.90,71.1,68893323,27.3,13975,Middle East & North Africa
Iran,2005,1.87,71.5,69732007,25.7,14452,Middle East & North Africa
Iran,2006,1.87,71.8,70582086,24.2,15127,Middle East & North Africa
Iran,2007,1.87,72.1,71435498,22.8,15903,Middle East & North Africa
Iran,2008,1.88,72.4,72289291,21.4,15955,Middle East & North Africa
Iran,2009,1.89,72.8,73137148,20.2,16123,Middle East & North Africa
Iran,2010,1.90,73.1,73973630,19.2,16980,Middle East & North Africa
Iran,2011,1.91,73.4,74798599,18.3,17425,Middle East & North Africa
Iran,2012,1.92,73.7,75611798,17.5,16068,Middle East & North Africa
Iran,2013,1.92,74.0,76407013,16.8,15552,Middle East & North Africa
Iraq,1964,6.87,52.7,8227763,155.8,6805,Middle East & North Africa
Iraq,1965,7.04,53.8,8483109,147.7,7178,Middle East & North Africa
Iraq,1966,7.19,54.9,8759064,140.1,7306,Middle East & North Africa
Iraq,1967,7.30,55.9,9054873,133.2,6898,Middle East & North Africa
Iraq,1968,7.36,56.7,9367055,126.7,7852,Middle East & North Africa
Iraq,1969,7.38,57.5,9690613,120.6,7846,Middle East & North Africa
Iraq,1970,7.36,58.2,10021785,115.0,7555,Middle East & North Africa
Iraq,1971,7.31,58.8,10358219,109.7,7785,Middle East & North Africa
Iraq,1972,7.23,59.5,10700247,104.7,7354,Middle East & North Africa
Iraq,1973,7.15,60.1,11049889,99.8,8648,Middle East & North Africa
Iraq,1974,7.07,60.6,11410460,95.2,9508,Middle East & North Africa
Iraq,1975,6.99,61.0,11783644,90.8,10522,Middle East & North Africa
Iraq,1976,6.92,61.3,12170881,86.8,11920,Middle East & North Africa
Iraq,1977,6.83,61.2,12569201,83.0,11575,Middle East & North Africa
Iraq,1978,6.75,61.0,12970635,79.5,13210,Middle East & North Africa
Iraq,1979,6.66,60.5,13364514,76.3,16718,Middle East & North Africa
Iraq,1980,6.57,60.0,13743534,73.3,16614,Middle East & North Africa
Iraq,1981,6.49,59.7,14106693,70.6,13478,Middle East & North Africa
Iraq,1982,6.41,59.6,14457565,68.0,12681,Middle East & North Africa
Iraq,1983,6.34,60.0,14799456,65.7,10779,Middle East & North Africa
Iraq,1984,6.28,60.7,15137560,63.6,10666,Middle East & North Africa
Iraq,1985,6.22,61.7,15477228,61.6,10711,Middle East & North Africa
Iraq,1986,6.16,63.1,15818309,59.7,11057,Middle East & North Africa
Iraq,1987,6.11,64.5,16164205,58.1,13010,Middle East & North Africa
Iraq,1988,6.04,66.0,16528250,56.6,13153,Middle East & North Africa
Iraq,1989,5.97,67.2,16927393,55.3,11519,Middle East & North Africa
Iraq,1990,5.88,68.3,17373767,54.1,11212,Middle East & North Africa
Iraq,1991,5.79,69.2,17871623,53.0,3921,Middle East & North Africa
Iraq,1992,5.70,69.9,18417924,51.9,5048,Middle East & North Africa
Iraq,1993,5.61,70.4,19008018,51.0,6379,Middle East & North Africa
Iraq,1994,5.51,70.8,19633844,50.0,6420,Middle East & North Africa
Iraq,1995,5.42,71.0,20288226,49.1,6353,Middle East & North Africa
Iraq,1996,5.32,71.0,20972915,48.2,6834,Middle East & North Africa
Iraq,1997,5.23,71.1,21686777,47.4,8027,Middle East & North Africa
Iraq,1998,5.14,71.0,22416190,46.5,10490,Middle East & North Africa
Iraq,1999,5.05,71.0,23143629,45.6,11958,Middle East & North Africa
Iraq,2000,4.97,70.8,23857458,44.7,11764,Middle East & North Africa
Iraq,2001,4.88,70.7,24552000,43.8,11684,Middle East & North Africa
Iraq,2002,4.80,70.4,25233067,43.0,10567,Middle East & North Africa
Iraq,2003,4.71,70.1,25914982,42.3,6873,Middle East & North Africa
Iraq,2004,4.63,69.7,26618523,41.5,10311,Middle East & North Africa
Iraq,2005,4.56,69.4,27359461,40.7,10489,Middle East & North Africa
Iraq,2006,4.48,69.0,28140999,39.9,11271,Middle East & North Africa
Iraq,2007,4.41,68.8,28960581,39.1,11157,Middle East & North Africa
Iraq,2008,4.34,68.7,29821136,38.3,11616,Middle East & North Africa
Iraq,2009,4.28,68.6,30724614,37.5,11992,Middle East & North Africa
Iraq,2010,4.21,68.8,31671591,36.6,12330,Middle East & North Africa
Iraq,2011,4.15,68.9,32664942,35.7,13248,Middle East & North Africa
Iraq,2012,4.09,69.2,33703068,34.8,14545,Middle East & North Africa
Iraq,2013,4.03,69.4,34776205,33.9,15368,Middle East & North Africa
Ireland,1964,3.99,70.5,2860976,30.1,9215,Europe & Central Asia
Ireland,1965,3.95,70.7,2874711,28.6,9350,Europe & Central Asia
Ireland,1966,3.90,70.2,2887470,27.0,9416,Europe & Central Asia
Ireland,1967,3.86,71.2,2900350,25.5,9933,Europe & Central Asia
Ireland,1968,3.83,70.9,2915420,24.1,10722,Europe & Central Asia
Ireland,1969,3.82,70.9,2935643,23.0,11331,Europe & Central Asia
Ireland,1970,3.81,70.9,2963020,22.2,11551,Europe & Central Asia
Ireland,1971,3.81,71.7,2997907,21.7,11850,Europe & Central Asia
Ireland,1972,3.79,71.0,3039128,21.4,12440,Europe & Central Asia
Ireland,1973,3.74,71.2,3085214,21.1,12834,Europe & Central Asia
Ireland,1974,3.67,71.2,3134031,20.6,13176,Europe & Central Asia
Ireland,1975,3.57,71.8,3183759,20.0,13703,Europe & Central Asia
Ireland,1976,3.46,71.9,3233907,19.1,13691,Europe & Central Asia
Ireland,1977,3.34,72.0,3284081,18.0,14631,Europe & Central Asia
Ireland,1978,3.22,72.0,3332644,16.8,15499,Europe & Central Asia
Ireland,1979,3.11,72.3,3377699,15.5,15734,Europe & Central Asia
Ireland,1980,3.00,72.6,3417798,14.3,16078,Europe & Central Asia
Ireland,1981,2.90,73.0,3452589,13.3,16425,Europe & Central Asia
Ireland,1982,2.79,73.2,3482073,12.4,16640,Europe & Central Asia
Ireland,1983,2.68,73.3,3505714,11.7,16502,Europe & Central Asia
Ireland,1984,2.56,73.7,3523059,11.1,17116,Europe & Central Asia
Ireland,1985,2.45,73.7,3534103,10.7,17606,Europe & Central Asia
Ireland,1986,2.34,73.7,3538519,10.4,17546,Europe & Central Asia
Ireland,1987,2.23,74.5,3537244,10.1,18385,Europe & Central Asia
Ireland,1988,2.14,74.6,3533181,9.9,19420,Europe & Central Asia
Ireland,1989,2.06,74.6,3530188,9.6,20665,Europe & Central Asia
Ireland,1990,2.00,75.0,3531219,9.2,22468,Europe & Central Asia
Ireland,1991,1.95,75.1,3537626,8.6,22770,Europe & Central Asia
Ireland,1992,1.92,75.5,3549302,8.1,23371,Europe & Central Asia
Ireland,1993,1.90,75.4,3565952,7.7,23881,Europe & Central Asia
Ireland,1994,1.90,75.9,3586685,7.4,25156,Europe & Central Asia
Ireland,1995,1.90,75.6,3610958,7.3,27439,Europe & Central Asia
Ireland,1996,1.91,75.9,3638457,7.3,29695,Europe & Central Asia
Ireland,1997,1.92,76.1,3669860,7.3,32568,Europe & Central Asia
Ireland,1998,1.93,76.3,3706687,7.3,34985,Europe & Central Asia
Ireland,1999,1.94,76.2,3750945,7.3,38122,Europe & Central Asia
Ireland,2000,1.95,76.7,3803780,7.1,41198,Europe & Central Asia
Ireland,2001,1.96,77.2,3865820,6.9,42686,Europe & Central Asia
Ireland,2002,1.97,77.7,3935781,6.5,44423,Europe & Central Asia
Ireland,2003,1.97,78.2,4010506,6.1,44998,Europe & Central Asia
Ireland,2004,1.98,78.6,4085676,5.6,46205,Europe & Central Asia
Ireland,2005,1.99,79.4,4158042,5.2,47775,Europe & Central Asia
Ireland,2006,1.99,79.7,4226428,4.9,49048,Europe & Central Asia
Ireland,2007,2.00,79.7,4291258,4.6,50001,Europe & Central Asia
Ireland,2008,2.00,79.9,4352866,4.5,47713,Europe & Central Asia
Ireland,2009,2.00,79.9,4412181,4.3,44222,Europe & Central Asia
Ireland,2010,2.00,80.2,4469900,4.2,43860,Europe & Central Asia
Ireland,2011,2.00,80.3,4525802,4.1,44913,Europe & Central Asia
Ireland,2012,2.00,80.5,4579498,4.0,44673,Europe & Central Asia
Ireland,2013,2.00,80.7,4631391,3.8,44640,Europe & Central Asia
Israel,1964,3.82,69.9,2443420,35.5,8152,Middle East & North Africa
Israel,1965,3.81,70.1,2522641,34.4,8630,Middle East & North Africa
Israel,1966,3.80,70.4,2591671,33.3,8504,Middle East & North Africa
Israel,1967,3.80,70.6,2652723,32.3,8535,Middle East & North Africa
Israel,1968,3.81,70.8,2711274,31.3,9634,Middle East & North Africa
Israel,1969,3.81,71.0,2775091,30.4,10562,Middle East & North Africa
Israel,1970,3.82,71.2,2849534,29.4,11062,Middle East & North Africa
Israel,1971,3.81,71.4,2936585,29.3,11878,Middle East & North Africa
Israel,1972,3.80,71.6,3033863,29.2,12903,Middle East & North Africa
Israel,1973,3.77,71.8,3137027,29.1,13110,Middle East & North Africa
Israel,1974,3.72,72.0,3239653,29.2,13606,Middle East & North Africa
Israel,1975,3.66,72.3,3336984,26.2,13751,Middle East & North Africa
Israel,1976,3.59,72.6,3428067,23.8,13626,Middle East & North Africa
Israel,1977,3.51,72.9,3514143,21.8,13324,Middle East & North Africa
Israel,1978,3.43,73.2,3595324,20.2,13656,Middle East & North Africa
Israel,1979,3.35,73.5,3672295,19.0,14159,Middle East & North Africa
Israel,1980,3.28,73.8,3745797,18.0,14768,Middle East & North Africa
Israel,1981,3.22,74.0,3816400,17.3,15245,Middle East & North Africa
Israel,1982,3.17,74.3,3884594,16.6,15265,Middle East & North Africa
Israel,1983,3.13,74.8,3951159,16.0,15501,Middle East & North Africa
Israel,1984,3.11,75.1,4017024,15.2,15310,Middle East & North Africa
Israel,1985,3.09,75.4,4083495,14.4,15542,Middle East & North Africa
Israel,1986,3.07,75.3,4149457,13.7,16015,Middle East & North Africa
Israel,1987,3.06,75.7,4216475,13.1,16871,Middle East & North Africa
Israel,1988,3.04,76.0,4291626,12.5,16906,Middle East & North Africa
Israel,1989,3.02,76.6,4384139,12.1,16743,Middle East & North Africa
Israel,1990,3.00,77.1,4499949,11.6,17152,Middle East & North Africa
Israel,1991,2.97,76.9,4642324,11.1,17394,Middle East & North Africa
Israel,1992,2.95,76.8,4807603,10.5,17749,Middle East & North Africa
Israel,1993,2.94,77.4,4986162,9.9,18244,Middle East & North Africa
Israel,1994,2.93,77.6,5164345,9.2,19010,Middle East & North Africa
Israel,1995,2.92,77.6,5332079,8.7,22550,Middle East & North Africa
Israel,1996,2.92,78.2,5486774,8.2,23240,Middle East & North Africa
Israel,1997,2.93,78.1,5630785,7.8,23544,Middle East & North Africa
Israel,1998,2.93,78.3,5765115,7.5,24009,Middle East & North Africa
Israel,1999,2.92,78.6,5892366,7.2,24263,Middle East & North Africa
Israel,2000,2.92,78.8,6014953,6.9,25739,Middle East & North Africa
Israel,2001,2.92,79.2,6131313,6.6,25167,Middle East & North Africa
Israel,2002,2.91,79.2,6241593,6.4,24650,Middle East & North Africa
Israel,2003,2.91,79.5,6352106,6.1,24470,Middle East & North Africa
Israel,2004,2.91,80.0,6471236,5.8,25256,Middle East & North Africa
Israel,2005,2.91,80.0,6604572,5.6,25891,Middle East & North Africa
Israel,2006,2.91,80.4,6755143,5.3,26908,Middle East & North Africa
Israel,2007,2.91,80.5,6920182,5.1,28091,Middle East & North Africa
Israel,2008,2.92,80.8,7092324,4.9,28562,Middle East & North Africa
Israel,2009,2.92,81.1,7260949,4.7,28419,Middle East & North Africa
Israel,2010,2.92,81.3,7418400,4.6,29509,Middle East & North Africa
Israel,2011,2.92,81.5,7562194,4.4,30183,Middle East & North Africa
Israel,2012,2.91,81.6,7694670,4.3,30518,Middle East & North Africa
Israel,2013,2.90,81.8,7818860,4.2,30927,Middle East & North Africa
Italy,1964,2.50,70.4,51054762,43.1,12343,Europe & Central Asia
Italy,1965,2.52,70.3,51453513,41.0,12599,Europe & Central Asia
Italy,1966,2.52,71.0,51839323,39.3,13279,Europe & Central Asia
Italy,1967,2.52,71.1,52215095,37.8,13997,Europe & Central Asia
Italy,1968,2.52,70.9,52584254,36.4,14929,Europe & Central Asia
Italy,1969,2.50,70.9,52952971,35.1,15735,Europe & Central Asia
Italy,1970,2.47,71.7,53324772,33.6,16450,Europe & Central Asia
Italy,1971,2.43,71.9,53700117,31.9,16680,Europe & Central Asia
Italy,1972,2.38,72.2,54074032,29.9,17160,Europe & Central Asia
Italy,1973,2.32,72.1,54438147,27.6,18390,Europe & Central Asia
Italy,1974,2.24,72.9,54781374,25.3,19085,Europe & Central Asia
Italy,1975,2.17,72.8,55095516,23.1,18469,Europe & Central Asia
Italy,1976,2.08,73.1,55377233,21.1,19699,Europe & Central Asia
Italy,1977,1.99,73.5,55627789,19.5,20050,Europe & Central Asia
Italy,1978,1.90,73.8,55849349,18.1,20882,Europe & Central Asia
Italy,1979,1.81,74.2,56046086,17.0,22146,Europe & Central Asia
Italy,1980,1.72,74.1,56221171,16.1,22861,Europe & Central Asia
Italy,1981,1.64,74.5,56376115,15.2,23113,Europe & Central Asia
Italy,1982,1.57,75.0,56510204,14.3,23385,Europe & Central Asia
Italy,1983,1.51,74.8,56622072,13.5,23664,Europe & Central Asia
Italy,1984,1.46,75.6,56709575,12.7,24842,Europe & Central Asia
Italy,1985,1.41,75.7,56772141,12.0,25646,Europe & Central Asia
Italy,1986,1.38,76.0,56808914,11.3,26242,Europe & Central Asia
Italy,1987,1.35,76.4,56823401,10.8,27304,Europe & Central Asia
Italy,1988,1.33,76.6,56824700,10.4,28879,Europe & Central Asia
Italy,1989,1.31,77.0,56824792,10.0,30152,Europe & Central Asia
Italy,1990,1.30,77.1,56832330,9.6,30746,Europe & Central Asia
Italy,1991,1.29,77.1,56856059,9.3,31198,Europe & Central Asia
Italy,1992,1.28,77.4,56895154,8.9,31437,Europe & Central Asia
Italy,1993,1.26,77.7,56937520,8.5,31149,Europe & Central Asia
Italy,1994,1.25,77.9,56965197,8.0,31813,Europe & Central Asia
Italy,1995,1.24,78.2,56968039,7.5,32731,Europe & Central Asia
Italy,1996,1.23,78.5,56938342,7.0,33143,Europe & Central Asia
Italy,1997,1.22,78.8,56888300,6.6,33733,Europe & Central Asia
Italy,1998,1.22,78.9,56851522,6.2,34269,Europe & Central Asia
Italy,1999,1.21,79.3,56873677,5.9,34798,Europe & Central Asia
Italy,2000,1.22,79.7,56986329,5.5,36073,Europe & Central Asia
Italy,2001,1.23,80.0,57199219,5.2,36692,Europe & Central Asia
Italy,2002,1.25,80.3,57498867,5.0,36729,Europe & Central Asia
Italy,2003,1.27,80.3,57864332,4.7,36622,Europe & Central Asia
Italy,2004,1.29,81.2,58263782,4.5,36962,Europe & Central Asia
Italy,2005,1.32,81.2,58671206,4.4,37130,Europe & Central Asia
Italy,2006,1.34,81.6,59082100,4.3,37761,Europe & Central Asia
Italy,2007,1.37,81.1,59495243,4.2,38125,Europe & Central Asia
Italy,2008,1.39,81.2,59891479,4.1,37475,Europe & Central Asia
Italy,2009,1.42,81.8,60248654,4.1,35260,Europe & Central Asia
Italy,2010,1.44,81.9,60550848,4.0,35753,Europe & Central Asia
Italy,2011,1.45,82.1,60788694,3.9,35901,Europe & Central Asia
Italy,2012,1.47,82.2,60964145,3.7,34813,Europe & Central Asia
Italy,2013,1.49,82.4,61087395,3.6,33827,Europe & Central Asia
Jamaica,1964,5.78,66.3,1734820,71.8,5965,America
Jamaica,1965,5.82,66.7,1760400,69.2,6304,America
Jamaica,1966,5.82,67.0,1783255,66.8,6424,America
Jamaica,1967,5.79,67.4,1804079,64.5,6522,America
Jamaica,1968,5.72,67.7,1824153,62.3,6734,America
Jamaica,1969,5.62,68.0,1845371,60.0,7132,America
Jamaica,1970,5.48,68.3,1869031,57.8,7880,America
Jamaica,1971,5.31,68.5,1895729,55.5,7769,America
Jamaica,1972,5.11,68.8,1924871,53.3,7862,America
Jamaica,1973,4.90,69.0,1955153,51.2,8398,America
Jamaica,1974,4.69,69.2,1984678,49.3,7929,America
Jamaica,1975,4.48,69.4,2012156,47.6,7782,America
Jamaica,1976,4.29,69.6,2036770,46.0,7196,America
Jamaica,1977,4.12,69.9,2059107,44.5,6952,America
Jamaica,1978,3.97,70.1,2080943,43.1,6912,America
Jamaica,1979,3.84,70.3,2104823,41.9,6688,America
Jamaica,1980,3.73,70.5,2132390,40.7,6243,America
Jamaica,1981,3.64,70.7,2164601,39.5,6310,America
Jamaica,1982,3.56,70.9,2200377,38.4,6268,America
Jamaica,1983,3.48,71.0,2236865,37.3,6375,America
Jamaica,1984,3.39,71.1,2270069,36.3,6288,America
Jamaica,1985,3.31,71.1,2297232,35.3,5969,America
Jamaica,1986,3.22,71.1,2317284,34.3,6041,America
Jamaica,1987,3.14,71.0,2331427,33.3,6481,America
Jamaica,1988,3.07,70.9,2341957,32.4,6641,America
Jamaica,1989,3.01,70.8,2352279,31.5,7056,America
Jamaica,1990,2.95,70.7,2364909,30.6,7391,America
Jamaica,1991,2.90,70.6,2380447,29.6,7697,America
Jamaica,1992,2.86,70.5,2398249,28.7,7792,America
Jamaica,1993,2.82,70.4,2418080,27.8,8463,America
Jamaica,1994,2.78,70.4,2439337,26.9,8514,America
Jamaica,1995,2.74,70.3,2461516,26.0,8644,America
Jamaica,1996,2.71,70.3,2484672,25.1,8531,America
Jamaica,1997,2.68,70.3,2508867,24.3,8354,America
Jamaica,1998,2.66,70.3,2533550,23.4,8086,America
Jamaica,1999,2.63,70.4,2558003,22.7,8115,America
Jamaica,2000,2.60,70.5,2581648,22.0,8139,America
Jamaica,2001,2.58,70.6,2604321,21.4,8197,America
Jamaica,2002,2.55,70.8,2625968,20.9,8349,America
Jamaica,2003,2.53,71.0,2646269,20.4,8500,America
Jamaica,2004,2.50,71.2,2664897,20.0,8651,America
Jamaica,2005,2.47,71.5,2681653,19.7,8803,America
Jamaica,2006,2.44,71.8,2696334,19.5,8954,America
Jamaica,2007,2.41,72.1,2709042,19.2,9047,America
Jamaica,2008,2.39,72.4,2720282,18.9,8951,America
Jamaica,2009,2.36,72.6,2730774,18.5,8526,America
Jamaica,2010,2.33,72.9,2741052,18.1,8370,America
Jamaica,2011,2.31,73.1,2751273,17.6,8485,America
Jamaica,2012,2.28,73.3,2761331,17.2,8521,America
Jamaica,2013,2.26,73.5,2771179,16.7,8607,America
Japan,1964,1.97,70.3,96253698,27.0,6741,East Asia & Pacific
Japan,1965,1.98,70.3,97342773,24.6,7048,East Asia & Pacific
Japan,1966,2.00,71.1,98495891,22.6,7724,East Asia & Pacific
Japan,1967,2.02,71.4,99712724,21.0,8454,East Asia & Pacific
Japan,1968,2.05,71.8,100990902,19.6,9439,East Asia & Pacific
Japan,1969,2.08,72.0,102326089,18.5,10548,East Asia & Pacific
Japan,1970,2.10,72.1,103710287,17.5,14203,East Asia & Pacific
Japan,1971,2.11,72.9,105145914,16.5,14673,East Asia & Pacific
Japan,1972,2.11,73.4,106619818,15.7,15694,East Asia & Pacific
Japan,1973,2.09,73.5,108089192,14.9,16731,East Asia & Pacific
Japan,1974,2.05,73.9,109498615,14.1,16320,East Asia & Pacific
Japan,1975,2.00,74.4,110808090,13.3,16632,East Asia & Pacific
Japan,1976,1.94,74.8,111996339,12.5,17117,East Asia & Pacific
Japan,1977,1.89,75.4,113071149,11.8,17705,East Asia & Pacific
Japan,1978,1.84,75.7,114057650,11.1,18484,East Asia & Pacific
Japan,1979,1.80,76.2,114996088,10.5,19346,East Asia & Pacific
Japan,1980,1.78,76.2,115914688,9.9,19741,East Asia & Pacific
Japan,1981,1.76,76.6,116823958,9.3,20413,East Asia & Pacific
Japan,1982,1.75,77.1,117711145,8.8,20951,East Asia & Pacific
Japan,1983,1.74,77.1,118554190,8.3,21446,East Asia & Pacific
Japan,1984,1.73,77.5,119320901,7.9,22268,East Asia & Pacific
Japan,1985,1.72,77.8,119990547,7.5,23554,East Asia & Pacific
Japan,1986,1.70,78.3,120553260,7.1,24116,East Asia & Pacific
Japan,1987,1.67,78.7,121023579,6.8,25018,East Asia & Pacific
Japan,1988,1.64,78.6,121434677,6.6,26724,East Asia & Pacific
Japan,1989,1.61,79.0,121832924,6.4,28077,East Asia & Pacific
Japan,1990,1.57,79.0,122251184,6.3,29550,East Asia & Pacific
Japan,1991,1.54,79.3,122703017,6.2,30437,East Asia & Pacific
Japan,1992,1.50,79.4,123177552,6.1,30610,East Asia & Pacific
Japan,1993,1.47,79.5,123653405,6.0,30587,East Asia & Pacific
Japan,1994,1.44,79.9,124097649,5.9,30746,East Asia & Pacific
Japan,1995,1.41,79.8,124486744,5.7,31224,East Asia & Pacific
Japan,1996,1.39,80.5,124814986,5.5,31958,East Asia & Pacific
Japan,1997,1.37,80.7,125091571,5.2,32391,East Asia & Pacific
Japan,1998,1.35,80.8,125325617,5.0,31656,East Asia & Pacific
Japan,1999,1.34,80.8,125531619,4.7,31535,East Asia & Pacific
Japan,2000,1.32,81.4,125720310,4.5,32193,East Asia & Pacific
Japan,2001,1.31,81.7,125893623,4.3,32230,East Asia & Pacific
Japan,2002,1.30,82.0,126048366,4.1,32248,East Asia & Pacific
Japan,2003,1.30,82.1,126184149,4.0,32721,East Asia & Pacific
Japan,2004,1.30,82.4,126299414,3.9,33483,East Asia & Pacific
Japan,2005,1.31,82.3,126392944,3.7,33916,East Asia & Pacific
Japan,2006,1.32,82.7,126464789,3.6,34468,East Asia & Pacific
Japan,2007,1.33,82.9,126515486,3.5,35183,East Asia & Pacific
Japan,2008,1.34,82.8,126544640,3.4,34800,East Asia & Pacific
Japan,2009,1.36,82.9,126551705,3.3,32880,East Asia & Pacific
Japan,2010,1.37,83.1,126535920,3.2,34404,East Asia & Pacific
Japan,2011,1.39,83.3,126497241,3.4,34316,East Asia & Pacific
Japan,2012,1.41,83.4,126434653,3.0,34988,East Asia & Pacific
Japan,2013,1.42,83.6,126345235,2.9,35614,East Asia & Pacific
Jordan,1964,8.03,55.8,1059627,123.8,5556,Middle East & North Africa
Jordan,1965,8.06,56.5,1129219,117.1,5937,Middle East & North Africa
Jordan,1966,8.05,57.3,1220890,110.9,5855,Middle East & North Africa
Jordan,1967,8.03,58.0,1330877,105.1,5711,Middle East & North Africa
Jordan,1968,8.00,58.8,1449985,99.7,4994,Middle East & North Africa
Jordan,1969,7.97,59.5,1565143,94.7,5182,Middle East & North Africa
Jordan,1970,7.93,60.2,1666920,90.1,4478,Middle East & North Africa
Jordan,1971,7.88,60.9,1752689,85.7,4421,Middle East & North Africa
Jordan,1972,7.82,61.5,1825322,81.6,4401,Middle East & North Africa
Jordan,1973,7.75,62.2,1887681,77.7,4462,Middle East & North Africa
Jordan,1974,7.68,62.9,1944733,74.1,4681,Middle East & North Africa
Jordan,1975,7.60,63.5,2000538,70.6,4824,Middle East & North Africa
Jordan,1976,7.52,64.1,2055198,67.3,5781,Middle East & North Africa
Jordan,1977,7.46,64.7,2108538,64.2,5941,Middle East & North Africa
Jordan,1978,7.39,65.2,2164159,61.3,6939,Middle East & North Africa
Jordan,1979,7.33,65.7,2226485,58.5,7313,Middle East & North Africa
Jordan,1980,7.26,66.2,2298691,55.9,8357,Middle East & North Africa
Jordan,1981,7.18,66.7,2383227,53.4,8397,Middle East & North Africa
Jordan,1982,7.07,67.1,2479683,51.0,8657,Middle East & North Africa
Jordan,1983,6.94,67.5,2584859,48.7,8493,Middle East & North Africa
Jordan,1984,6.77,67.9,2693837,46.6,8884,Middle East & North Africa
Jordan,1985,6.58,68.3,2803422,44.6,8859,Middle East & North Africa
Jordan,1986,6.37,68.6,2910375,42.7,9318,Middle East & North Africa
Jordan,1987,6.16,69.0,3016540,40.9,9244,Middle East & North Africa
Jordan,1988,5.94,69.3,3129651,39.3,8844,Middle East & North Africa
Jordan,1989,5.73,69.6,3260496,37.9,7637,Middle East & North Africa
Jordan,1990,5.54,69.9,3415567,36.6,7057,Middle East & North Africa
Jordan,1991,5.35,70.1,3599359,35.4,6426,Middle East & North Africa
Jordan,1992,5.17,70.3,3806045,34.3,7242,Middle East & North Africa
Jordan,1993,5.00,70.5,4019284,33.3,7242,Middle East & North Africa
Jordan,1994,4.83,70.7,4216536,32.4,7312,Middle East & North Africa
Jordan,1995,4.68,70.9,4382005,31.5,7516,Middle East & North Africa
Jordan,1996,4.53,71.1,4510082,30.7,7443,Middle East & North Africa
Jordan,1997,4.40,71.2,4606717,29.9,7481,Middle East & North Africa
Jordan,1998,4.27,71.4,4682018,29.1,7503,Middle East & North Africa
Jordan,1999,4.16,71.6,4751501,28.4,7566,Middle East & North Africa
Jordan,2000,4.05,71.7,4827096,27.7,7695,Middle East & North Africa
Jordan,2001,3.97,71.9,4910056,26.9,7903,Middle East & North Africa
Jordan,2002,3.89,72.1,4998372,26.2,8160,Middle East & North Africa
Jordan,2003,3.83,72.3,5096790,25.5,8292,Middle East & North Africa
Jordan,2004,3.78,72.4,5210369,24.8,8788,Middle East & North Africa
Jordan,2005,3.73,72.6,5342002,24.1,9293,Middle East & North Africa
Jordan,2006,3.69,72.8,5495117,23.4,9818,Middle East & North Africa
Jordan,2007,3.64,72.9,5667443,22.7,10386,Middle East & North Africa
Jordan,2008,3.59,73.1,5848952,22.1,10897,Middle East & North Africa
Jordan,2009,3.53,73.2,6025592,21.5,11243,Middle East & North Africa
Jordan,2010,3.46,73.4,6187227,20.8,11256,Middle East & North Africa
Jordan,2011,3.39,73.5,6330169,20.2,11292,Middle East & North Africa
Jordan,2012,3.31,73.7,6457260,19.6,11340,Middle East & North Africa
Jordan,2013,3.24,73.9,6572903,19.0,11405,Middle East & North Africa
Kazakhstan,1964,4.20,60.2,11577537,108.0,9418,Europe & Central Asia
Kazakhstan,1965,4.06,60.6,11909001,104.3,9836,Europe & Central Asia
Kazakhstan,1966,3.92,61.1,12200891,100.7,10202,Europe & Central Asia
Kazakhstan,1967,3.79,61.5,12455366,97.2,10546,Europe & Central Asia
Kazakhstan,1968,3.68,61.8,12682452,93.9,11059,Europe & Central Asia
Kazakhstan,1969,3.60,62.2,12897025,90.6,11115,Europe & Central Asia
Kazakhstan,1970,3.54,62.5,13109992,87.5,11864,Europe & Central Asia
Kazakhstan,1971,3.49,62.8,13325342,84.5,12067,Europe & Central Asia
Kazakhstan,1972,3.44,63.1,13540301,82.6,12021,Europe & Central Asia
Kazakhstan,1973,3.39,63.3,13751019,80.8,12914,Europe & Central Asia
Kazakhstan,1974,3.32,63.6,13950987,79.3,13052,Europe & Central Asia
